bioguide_id,role,start,end,party,district,senator_class,state,state_rank
F000030,rep,2005-01-04,2006-12-09,Democrat,17,,CA,
F000030,rep,2007-01-04,2009-01-03,Democrat,17,,CA,
F000030,rep,2009-01-06,2010-12-22,Democrat,17,,CA,
F000030,rep,2011-01-05,2013-01-03,Democrat,17,,CA,
F000030,rep,2013-01-03,2015-01-03,Democrat,20,,CA,
F000030,rep,2015-01-06,2017-01-03,Democrat,20,,CA,
F000043,rep,1995-01-04,1996-10-04,Democrat,2,,PA,
F000043,rep,1997-01-07,1998-12-19,Democrat,2,,PA,
F000043,rep,1999-01-06,2000-12-15,Democrat,2,,PA,
F000043,rep,2001-01-03,2002-11-22,Democrat,2,,PA,
F000043,rep,2003-01-07,2004-12-09,Democrat,2,,PA,
F000043,rep,2005-01-04,2006-12-09,Democrat,2,,PA,
F000043,rep,2007-01-04,2009-01-03,Democrat,2,,PA,
F000043,rep,2009-01-06,2010-12-22,Democrat,2,,PA,
F000043,rep,2011-01-05,2013-01-03,Democrat,2,,PA,
F000043,rep,2013-01-03,2015-01-03,Democrat,2,,PA,
F000043,rep,2015-01-06,2017-01-03,Democrat,2,,PA,
F000458,rep,2011-01-05,2013-01-03,Republican,8,,TN,
F000458,rep,2013-01-03,2015-01-03,Republican,8,,TN,
F000458,rep,2015-01-06,2017-01-03,Republican,8,,TN,
F000451,rep,2005-01-04,2006-12-09,Republican,8,,PA,
F000451,rep,2011-01-05,2013-01-03,Republican,8,,PA,
F000451,rep,2013-01-03,2015-01-03,Republican,8,,PA,
F000451,rep,2015-01-06,2017-01-03,Republican,8,,PA,
F000444,rep,2001-01-03,2002-11-22,Republican,1,,AZ,
F000444,rep,2003-01-07,2004-12-09,Republican,6,,AZ,
F000444,rep,2005-01-04,2006-12-09,Republican,6,,AZ,
F000444,rep,2007-01-04,2009-01-03,Republican,6,,AZ,
F000444,rep,2009-01-06,2010-12-22,Republican,6,,AZ,
F000444,rep,2011-01-05,2013-01-03,Republican,6,,AZ,
F000444,sen,2013-01-03,2019-01-03,Republican,,1,AZ,junior
F000459,rep,2011-01-05,2013-01-03,Republican,3,,TN,
F000459,rep,2013-01-03,2015-01-03,Republican,3,,TN,
F000459,rep,2015-01-06,2017-01-03,Republican,3,,TN,
F000456,rep,2009-01-06,2010-12-22,Republican,4,,LA,
F000456,rep,2011-01-05,2013-01-03,Republican,4,,LA,
F000456,rep,2013-01-03,2015-01-03,Republican,4,,LA,
F000456,rep,2015-01-06,2017-01-03,Republican,4,,LA,
F000461,rep,2011-01-05,2013-01-03,Republican,17,,TX,
F000461,rep,2013-01-03,2015-01-03,Republican,17,,TX,
F000461,rep,2015-01-06,2017-01-03,Republican,17,,TX,
F000445,rep,2001-06-26,2002-11-22,Republican,4,,VA,
F000445,rep,2003-01-07,2004-12-09,Republican,4,,VA,
F000445,rep,2005-01-04,2006-12-09,Republican,4,,VA,
F000445,rep,2007-01-04,2009-01-03,Republican,4,,VA,
F000445,rep,2009-01-06,2010-12-22,Republican,4,,VA,
F000445,rep,2011-01-05,2013-01-03,Republican,4,,VA,
F000445,rep,2013-01-03,2015-01-03,Republican,4,,VA,
F000445,rep,2015-01-06,2017-01-03,Republican,4,,VA,
F000449,rep,2005-01-04,2006-12-09,Republican,1,,NE,
F000449,rep,2007-01-04,2009-01-03,Republican,1,,NE,
F000449,rep,2009-01-06,2010-12-22,Republican,1,,NE,
F000449,rep,2011-01-05,2013-01-03,Republican,1,,NE,
F000449,rep,2013-01-03,2015-01-03,Republican,1,,NE,
F000449,rep,2015-01-06,2017-01-03,Republican,1,,NE,
F000450,rep,2005-01-04,2006-12-09,Republican,5,,NC,
F000450,rep,2007-01-04,2009-01-03,Republican,5,,NC,
F000450,rep,2009-01-06,2010-12-22,Republican,5,,NC,
F000450,rep,2011-01-05,2013-01-03,Republican,5,,NC,
F000450,rep,2013-01-03,2015-01-03,Republican,5,,NC,
F000450,rep,2015-01-06,2017-01-03,Republican,5,,NC,
F000448,rep,2003-01-07,2004-12-09,Republican,2,,AZ,
F000448,rep,2005-01-04,2006-12-09,Republican,2,,AZ,
F000448,rep,2007-01-04,2009-01-03,Republican,2,,AZ,
F000448,rep,2009-01-06,2010-12-22,Republican,2,,AZ,
F000448,rep,2011-01-05,2013-01-03,Republican,2,,AZ,
F000448,rep,2013-01-03,2015-01-03,Republican,8,,AZ,
F000448,rep,2015-01-06,2017-01-03,Republican,8,,AZ,
F000372,rep,1995-01-04,1996-10-04,Republican,11,,NJ,
F000372,rep,1997-01-07,1998-12-19,Republican,11,,NJ,
F000372,rep,1999-01-06,2000-12-15,Republican,11,,NJ,
F000372,rep,2001-01-03,2002-11-22,Republican,11,,NJ,
F000372,rep,2003-01-07,2004-12-09,Republican,11,,NJ,
F000372,rep,2005-01-04,2006-12-09,Republican,11,,NJ,
F000372,rep,2007-01-04,2009-01-03,Republican,11,,NJ,
F000372,rep,2009-01-06,2010-12-22,Republican,11,,NJ,
F000372,rep,2011-01-05,2013-01-03,Republican,11,,NJ,
F000372,rep,2013-01-03,2015-01-03,Republican,11,,NJ,
F000372,rep,2015-01-06,2017-01-03,Republican,11,,NJ,
F000455,rep,2008-11-19,2009-01-03,Democrat,11,,OH,
F000455,rep,2009-01-06,2010-12-22,Democrat,11,,OH,
F000455,rep,2011-01-05,2013-01-03,Democrat,11,,OH,
F000455,rep,2013-01-03,2015-01-03,Democrat,11,,OH,
F000455,rep,2015-01-06,2017-01-03,Democrat,11,,OH,
G000559,rep,2009-11-03,2010-12-22,Democrat,10,,CA,
G000559,rep,2011-01-05,2013-01-03,Democrat,10,,CA,
G000559,rep,2013-01-03,2015-01-03,Democrat,3,,CA,
G000559,rep,2015-01-06,2017-01-03,Democrat,3,,CA,
G000562,rep,2011-01-05,2013-01-03,Republican,4,,CO,
G000562,rep,2013-01-03,2015-01-03,Republican,4,,CO,
G000562,sen,2015-01-06,2021-01-03,Republican,,2,CO,junior
G000548,rep,2003-01-07,2004-12-09,Republican,5,,NJ,
G000548,rep,2005-01-04,2006-12-09,Republican,5,,NJ,
G000548,rep,2007-01-04,2009-01-03,Republican,5,,NJ,
G000548,rep,2009-01-06,2010-12-22,Republican,5,,NJ,
G000548,rep,2011-01-05,2013-01-03,Republican,5,,NJ,
G000548,rep,2013-01-03,2015-01-03,Republican,5,,NJ,
G000548,rep,2015-01-06,2017-01-03,Republican,5,,NJ,
G000563,rep,2011-01-05,2013-01-03,Republican,18,,OH,
G000563,rep,2013-01-03,2015-01-03,Republican,7,,OH,
G000563,rep,2015-01-06,2017-01-03,Republican,7,,OH,
G000564,rep,2011-01-05,2013-01-03,Republican,20,,NY,
G000564,rep,2013-01-03,2015-01-03,Republican,19,,NY,
G000564,rep,2015-01-06,2017-01-03,Republican,19,,NY,
G000552,rep,2005-01-04,2006-12-09,Republican,1,,TX,
G000552,rep,2007-01-04,2009-01-03,Republican,1,,TX,
G000552,rep,2009-01-06,2010-12-22,Republican,1,,TX,
G000552,rep,2011-01-05,2013-01-03,Republican,1,,TX,
G000552,rep,2013-01-03,2015-01-03,Republican,1,,TX,
G000552,rep,2015-01-06,2017-01-03,Republican,1,,TX,
G000289,rep,1993-01-05,1994-12-01,Republican,6,,VA,
G000289,rep,1995-01-04,1996-10-04,Republican,6,,VA,
G000289,rep,1997-01-07,1998-12-19,Republican,6,,VA,
G000289,rep,1999-01-06,2000-12-15,Republican,6,,VA,
G000289,rep,2001-01-03,2002-11-22,Republican,6,,VA,
G000289,rep,2003-01-07,2004-12-09,Republican,6,,VA,
G000289,rep,2005-01-04,2006-12-09,Republican,6,,VA,
G000289,rep,2007-01-04,2009-01-03,Republican,6,,VA,
G000289,rep,2009-01-06,2010-12-22,Republican,6,,VA,
G000289,rep,2011-01-05,2013-01-03,Republican,6,,VA,
G000289,rep,2013-01-03,2015-01-03,Republican,6,,VA,
G000289,rep,2015-01-06,2017-01-03,Republican,6,,VA,
G000565,rep,2011-01-05,2013-01-03,Republican,1,,AZ,
G000565,rep,2013-01-03,2015-01-03,Republican,4,,AZ,
G000565,rep,2015-01-06,2017-01-03,Republican,4,,AZ,
G000566,rep,2011-01-05,2013-01-03,Republican,4,,SC,
G000566,rep,2013-01-03,2015-01-03,Republican,4,,SC,
G000566,rep,2015-01-06,2017-01-03,Republican,4,,SC,
G000377,rep,1997-01-07,1998-12-19,Republican,12,,TX,
G000377,rep,1999-01-06,2000-12-15,Republican,12,,TX,
G000377,rep,2001-01-03,2002-11-22,Republican,12,,TX,
G000377,rep,2003-01-07,2004-12-09,Republican,12,,TX,
G000377,rep,2005-01-04,2006-12-09,Republican,12,,TX,
G000377,rep,2007-01-04,2009-01-03,Republican,12,,TX,
G000377,rep,2009-01-06,2010-12-22,Republican,12,,TX,
G000377,rep,2011-01-05,2013-01-03,Republican,12,,TX,
G000377,rep,2013-01-03,2015-01-03,Republican,12,,TX,
G000377,rep,2015-01-06,2017-01-03,Republican,12,,TX,
G000386,rep,1975-01-14,1976-10-01,Republican,3,,IA,
G000386,rep,1977-01-04,1978-10-15,Republican,3,,IA,
G000386,rep,1979-01-15,1980-12-16,Republican,3,,IA,
G000386,sen,1981-01-05,1986-10-18,Republican,,3,IA,
G000386,sen,1987-01-06,1992-10-09,Republican,,3,IA,
G000386,sen,1993-01-05,1998-12-19,Republican,,3,IA,
G000386,sen,1999-01-06,2004-12-09,Republican,,3,IA,
G000386,sen,2005-01-04,2010-12-22,Republican,,3,IA,
G000386,sen,2011-01-05,2017-01-03,Republican,,3,IA,senior
G000546,rep,2001-01-03,2002-11-22,Republican,6,,MO,
G000546,rep,2003-01-07,2004-12-09,Republican,6,,MO,
G000546,rep,2005-01-04,2006-12-09,Republican,6,,MO,
G000546,rep,2007-01-04,2009-01-03,Republican,6,,MO,
G000546,rep,2009-01-06,2010-12-22,Republican,6,,MO,
G000546,rep,2011-01-05,2013-01-03,Republican,6,,MO,
G000546,rep,2013-01-03,2015-01-03,Republican,6,,MO,
G000546,rep,2015-01-06,2017-01-03,Republican,6,,MO,
G000560,rep,2010-06-08,2010-12-22,Republican,9,,GA,
G000560,rep,2011-01-05,2013-01-03,Republican,9,,GA,
G000560,rep,2013-01-03,2015-01-03,Republican,14,,GA,
G000560,rep,2015-01-06,2017-01-03,Republican,14,,GA,
G000553,rep,2005-01-04,2006-12-09,Democrat,9,,TX,
G000553,rep,2007-01-04,2009-01-03,Democrat,9,,TX,
G000553,rep,2009-01-06,2010-12-22,Democrat,9,,TX,
G000553,rep,2011-01-05,2013-01-03,Democrat,9,,TX,
G000553,rep,2013-01-03,2015-01-03,Democrat,9,,TX,
G000553,rep,2015-01-06,2017-01-03,Democrat,9,,TX,
G000410,rep,1993-01-05,1994-12-01,Democrat,29,,TX,
G000410,rep,1995-01-04,1996-10-04,Democrat,29,,TX,
G000410,rep,1997-01-07,1998-12-19,Democrat,29,,TX,
G000410,rep,1999-01-06,2000-12-15,Democrat,29,,TX,
G000410,rep,2001-01-03,2002-11-22,Democrat,29,,TX,
G000410,rep,2003-01-07,2004-12-09,Democrat,29,,TX,
G000410,rep,2005-01-04,2006-12-09,Democrat,29,,TX,
G000410,rep,2007-01-04,2009-01-03,Democrat,29,,TX,
G000410,rep,2009-01-06,2010-12-22,Democrat,29,,TX,
G000410,rep,2011-01-05,2013-01-03,Democrat,29,,TX,
G000410,rep,2013-01-03,2015-01-03,Democrat,29,,TX,
G000410,rep,2015-01-06,2017-01-03,Democrat,29,,TX,
G000568,rep,2011-01-05,2013-01-03,Republican,9,,VA,
G000568,rep,2013-01-03,2015-01-03,Republican,9,,VA,
G000568,rep,2015-01-06,2017-01-03,Republican,9,,VA,
G000551,rep,2003-01-07,2004-12-09,Democrat,7,,AZ,
G000551,rep,2005-01-04,2006-12-09,Democrat,7,,AZ,
G000551,rep,2007-01-04,2009-01-03,Democrat,7,,AZ,
G000551,rep,2009-01-06,2010-12-22,Democrat,7,,AZ,
G000551,rep,2011-01-05,2013-01-03,Democrat,7,,AZ,
G000551,rep,2013-01-03,2015-01-03,Democrat,3,,AZ,
G000551,rep,2015-01-06,2017-01-03,Democrat,3,,AZ,
G000558,rep,2009-01-06,2010-12-22,Republican,2,,KY,
G000558,rep,2011-01-05,2013-01-03,Republican,2,,KY,
G000558,rep,2013-01-03,2015-01-03,Republican,2,,KY,
G000558,rep,2015-01-06,2017-01-03,Republican,2,,KY,
G000535,rep,1993-01-05,1994-12-01,Democrat,4,,IL,
G000535,rep,1995-01-04,1996-10-04,Democrat,4,,IL,
G000535,rep,1997-01-07,1998-12-19,Democrat,4,,IL,
G000535,rep,1999-01-06,2000-12-15,Democrat,4,,IL,
G000535,rep,2001-01-03,2002-11-22,Democrat,4,,IL,
G000535,rep,2003-01-07,2004-12-09,Democrat,4,,IL,
G000535,rep,2005-01-04,2006-12-09,Democrat,4,,IL,
G000535,rep,2007-01-04,2009-01-03,Democrat,4,,IL,
G000535,rep,2009-01-06,2010-12-22,Democrat,4,,IL,
G000535,rep,2011-01-05,2013-01-03,Democrat,4,,IL,
G000535,rep,2013-01-03,2015-01-03,Democrat,4,,IL,
G000535,rep,2015-01-06,2017-01-03,Democrat,4,,IL,
H001051,rep,2011-01-05,2013-01-03,Republican,24,,NY,
H001051,rep,2013-01-03,2015-01-03,Republican,22,,NY,
H001051,rep,2015-01-06,2017-01-03,Republican,22,,NY,
H001045,rep,2009-01-06,2010-12-22,Republican,3,,MS,
H001045,rep,2011-01-05,2013-01-03,Republican,3,,MS,
H001045,rep,2013-01-03,2015-01-03,Republican,3,,MS,
H001045,rep,2015-01-06,2017-01-03,Republican,3,,MS,
H001052,rep,2011-01-05,2013-01-03,Republican,1,,MD,
H001052,rep,2013-01-03,2015-01-03,Republican,1,,MD,
H001052,rep,2015-01-06,2017-01-03,Republican,1,,MD,
H001053,rep,2011-01-05,2013-01-03,Republican,4,,MO,
H001053,rep,2013-01-03,2015-01-03,Republican,4,,MO,
H001053,rep,2015-01-06,2017-01-03,Republican,4,,MO,
H000324,rep,1993-01-05,1994-12-01,Democrat,23,,FL,
H000324,rep,1995-01-04,1996-10-04,Democrat,23,,FL,
H000324,rep,1997-01-07,1998-12-19,Democrat,23,,FL,
H000324,rep,1999-01-06,2000-12-15,Democrat,23,,FL,
H000324,rep,2001-01-03,2002-11-22,Democrat,23,,FL,
H000324,rep,2003-01-07,2004-12-09,Democrat,23,,FL,
H000324,rep,2005-01-04,2006-12-09,Democrat,23,,FL,
H000324,rep,2007-01-04,2009-01-03,Democrat,23,,FL,
H000324,rep,2009-01-06,2010-12-22,Democrat,23,,FL,
H000324,rep,2011-01-05,2013-01-03,Democrat,23,,FL,
H000324,rep,2013-01-03,2015-01-03,Democrat,20,,FL,
H000324,rep,2015-01-06,2017-01-03,Democrat,20,,FL,
H001055,rep,2011-01-05,2013-01-03,Republican,3,,NV,
H001055,rep,2013-01-03,2015-01-03,Republican,3,,NV,
H001055,rep,2015-01-06,2017-01-03,Republican,3,,NV,
H001046,rep,2009-01-06,2010-12-22,Democrat,1,,NM,
H001046,rep,2011-01-05,2013-01-03,Democrat,1,,NM,
H001046,sen,2013-01-03,2019-01-03,Democrat,,1,NM,junior
H001036,rep,2003-01-07,2004-12-09,Republican,5,,TX,
H001036,rep,2005-01-04,2006-12-09,Republican,5,,TX,
H001036,rep,2007-01-04,2009-01-03,Republican,5,,TX,
H001036,rep,2009-01-06,2010-12-22,Republican,5,,TX,
H001036,rep,2011-01-05,2013-01-03,Republican,5,,TX,
H001036,rep,2013-01-03,2015-01-03,Republican,5,,TX,
H001036,rep,2015-01-06,2017-01-03,Republican,5,,TX,
H001056,rep,2011-01-05,2013-01-03,Republican,3,,WA,
H001056,rep,2013-01-03,2015-01-03,Republican,3,,WA,
H001056,rep,2015-01-06,2017-01-03,Republican,3,,WA,
H001038,rep,2005-01-04,2006-12-09,Democrat,27,,NY,
H001038,rep,2007-01-04,2009-01-03,Democrat,27,,NY,
H001038,rep,2009-01-06,2010-12-22,Democrat,27,,NY,
H001038,rep,2011-01-05,2013-01-03,Democrat,27,,NY,
H001038,rep,2013-01-03,2015-01-03,Democrat,26,,NY,
H001038,rep,2015-01-06,2017-01-03,Democrat,26,,NY,
H001047,rep,2009-01-06,2010-12-22,Democrat,4,,CT,
H001047,rep,2011-01-05,2013-01-03,Democrat,4,,CT,
H001047,rep,2013-01-03,2015-01-03,Democrat,4,,CT,
H001047,rep,2015-01-06,2017-01-03,Democrat,4,,CT,
H000636,rep,1997-01-07,1998-12-19,Democrat,15,,TX,
H000636,rep,1999-01-06,2000-12-15,Democrat,15,,TX,
H000636,rep,2001-01-03,2002-11-22,Democrat,15,,TX,
H000636,rep,2003-01-07,2004-12-09,Democrat,15,,TX,
H000636,rep,2005-01-04,2006-12-09,Democrat,15,,TX,
H000636,rep,2007-01-04,2009-01-03,Democrat,15,,TX,
H000636,rep,2009-01-06,2010-12-22,Democrat,15,,TX,
H000636,rep,2011-01-05,2013-01-03,Democrat,15,,TX,
H000636,rep,2013-01-03,2015-01-03,Democrat,15,,TX,
H000636,rep,2015-01-06,2017-01-03,Democrat,15,,TX,
H001042,rep,2007-01-04,2009-01-03,Democrat,2,,HI,
H001042,rep,2009-01-06,2010-12-22,Democrat,2,,HI,
H001042,rep,2011-01-05,2013-01-03,Democrat,2,,HI,
H001042,sen,2013-01-03,2019-01-03,Democrat,,1,HI,junior
H001061,sen,2011-01-05,2017-01-03,Republican,,3,ND,senior
H001034,rep,2001-01-03,2002-11-22,Democrat,15,,CA,
H001034,rep,2003-01-07,2004-12-09,Democrat,15,,CA,
H001034,rep,2005-01-04,2006-12-09,Democrat,15,,CA,
H001034,rep,2007-01-04,2009-01-03,Democrat,15,,CA,
H001034,rep,2009-01-06,2010-12-22,Democrat,15,,CA,
H001034,rep,2011-01-05,2013-01-03,Democrat,15,,CA,
H001034,rep,2013-01-03,2015-01-03,Democrat,17,,CA,
H001034,rep,2015-01-06,2017-01-03,Democrat,17,,CA,
H000874,rep,1981-01-05,1982-12-23,Democrat,5,,MD,
H000874,rep,1983-01-03,1984-10-12,Democrat,5,,MD,
H000874,rep,1985-01-03,1986-10-18,Democrat,5,,MD,
H000874,rep,1987-01-06,1988-10-22,Democrat,5,,MD,
H000874,rep,1989-01-03,1990-10-28,Democrat,5,,MD,
H000874,rep,1991-01-03,1992-10-09,Democrat,5,,MD,
H000874,rep,1993-01-05,1994-12-01,Democrat,5,,MD,
H000874,rep,1995-01-04,1996-10-04,Democrat,5,,MD,
H000874,rep,1997-01-07,1998-12-19,Democrat,5,,MD,
H000874,rep,1999-01-06,2000-12-15,Democrat,5,,MD,
H000874,rep,2001-01-03,2002-11-22,Democrat,5,,MD,
H000874,rep,2003-01-07,2004-12-09,Democrat,5,,MD,
H000874,rep,2005-01-04,2006-12-09,Democrat,5,,MD,
H000874,rep,2007-01-04,2009-01-03,Democrat,5,,MD,
H000874,rep,2009-01-06,2010-12-22,Democrat,5,,MD,
H000874,rep,2011-01-05,2013-01-03,Democrat,5,,MD,
H000874,rep,2013-01-03,2015-01-03,Democrat,5,,MD,
H000874,rep,2015-01-06,2017-01-03,Democrat,5,,MD,
H001057,rep,2011-01-05,2013-01-03,Republican,1,,KS,
H001057,rep,2013-01-03,2015-01-03,Republican,1,,KS,
H001057,rep,2015-01-06,2017-01-03,Republican,1,,KS,
H001058,rep,2011-01-05,2013-01-03,Republican,2,,MI,
H001058,rep,2013-01-03,2015-01-03,Republican,2,,MI,
H001058,rep,2015-01-06,2017-01-03,Republican,2,,MI,
H001059,rep,2011-01-05,2013-01-03,Republican,14,,IL,
H001059,rep,2013-01-03,2015-01-03,Republican,14,,IL,
H001059,rep,2015-01-06,2017-01-03,Republican,14,,IL,
H001048,rep,2009-01-06,2010-12-22,Republican,52,,CA,
H001048,rep,2011-01-05,2013-01-03,Republican,52,,CA,
H001048,rep,2013-01-03,2015-01-03,Republican,50,,CA,
H001048,rep,2015-01-06,2017-01-03,Republican,50,,CA,
H001060,rep,2011-01-05,2013-01-03,Republican,5,,VA,
H001060,rep,2013-01-03,2015-01-03,Republican,5,,VA,
H001060,rep,2015-01-06,2017-01-03,Republican,5,,VA,
I000055,rep,1999-01-06,2000-12-15,Republican,6,,GA,
I000055,rep,2001-01-03,2002-11-22,Republican,6,,GA,
I000055,rep,2003-01-07,2004-12-09,Republican,6,,GA,
I000055,sen,2005-01-04,2010-12-22,Republican,,3,GA,
I000055,sen,2011-01-05,2017-01-03,Republican,,3,GA,senior
I000057,rep,2001-01-03,2002-11-22,Democrat,2,,NY,
I000057,rep,2003-01-07,2004-12-09,Democrat,2,,NY,
I000057,rep,2005-01-04,2006-12-09,Democrat,2,,NY,
I000057,rep,2007-01-04,2009-01-03,Democrat,2,,NY,
I000057,rep,2009-01-06,2010-12-22,Democrat,2,,NY,
I000057,rep,2011-01-05,2013-01-03,Democrat,2,,NY,
I000057,rep,2013-01-03,2015-01-03,Democrat,3,,NY,
I000057,rep,2015-01-06,2017-01-03,Democrat,3,,NY,
I000056,rep,2001-01-03,2002-11-22,Republican,48,,CA,
I000056,rep,2003-01-07,2004-12-09,Republican,49,,CA,
I000056,rep,2005-01-04,2006-12-09,Republican,49,,CA,
I000056,rep,2007-01-04,2009-01-03,Republican,49,,CA,
I000056,rep,2009-01-06,2010-12-22,Republican,49,,CA,
I000056,rep,2011-01-05,2013-01-03,Republican,49,,CA,
I000056,rep,2013-01-03,2015-01-03,Republican,49,,CA,
I000056,rep,2015-01-06,2017-01-03,Republican,49,,CA,
J000032,rep,1995-01-04,1996-10-04,Democrat,18,,TX,
J000032,rep,1997-01-07,1998-12-19,Democrat,18,,TX,
J000032,rep,1999-01-06,2000-12-15,Democrat,18,,TX,
J000032,rep,2001-01-03,2002-11-22,Democrat,18,,TX,
J000032,rep,2003-01-07,2004-12-09,Democrat,18,,TX,
J000032,rep,2005-01-04,2006-12-09,Democrat,18,,TX,
J000032,rep,2007-01-04,2009-01-03,Democrat,18,,TX,
J000032,rep,2009-01-06,2010-12-22,Democrat,18,,TX,
J000032,rep,2011-01-05,2013-01-03,Democrat,18,,TX,
J000032,rep,2013-01-03,2015-01-03,Democrat,18,,TX,
J000032,rep,2015-01-06,2017-01-03,Democrat,18,,TX,
J000290,rep,2009-01-06,2010-12-22,Republican,2,,KS,
J000290,rep,2011-01-05,2013-01-03,Republican,2,,KS,
J000290,rep,2013-01-03,2015-01-03,Republican,2,,KS,
J000290,rep,2015-01-06,2017-01-03,Republican,2,,KS,
J000292,rep,2011-01-05,2013-01-03,Republican,6,,OH,
J000292,rep,2013-01-03,2015-01-03,Republican,6,,OH,
J000292,rep,2015-01-06,2017-01-03,Republican,6,,OH,
J000126,rep,1993-01-05,1994-12-01,Democrat,30,,TX,
J000126,rep,1995-01-04,1996-10-04,Democrat,30,,TX,
J000126,rep,1997-01-07,1998-12-19,Democrat,30,,TX,
J000126,rep,1999-01-06,2000-12-15,Democrat,30,,TX,
J000126,rep,2001-01-03,2002-11-22,Democrat,30,,TX,
J000126,rep,2003-01-07,2004-12-09,Democrat,30,,TX,
J000126,rep,2005-01-04,2006-12-09,Democrat,30,,TX,
J000126,rep,2007-01-04,2009-01-03,Democrat,30,,TX,
J000126,rep,2009-01-06,2010-12-22,Democrat,30,,TX,
J000126,rep,2011-01-05,2013-01-03,Democrat,30,,TX,
J000126,rep,2013-01-03,2015-01-03,Democrat,30,,TX,
J000126,rep,2015-01-06,2017-01-03,Democrat,30,,TX,
J000288,rep,2007-01-04,2009-01-03,Democrat,4,,GA,
J000288,rep,2009-01-06,2010-12-22,Democrat,4,,GA,
J000288,rep,2011-01-05,2013-01-03,Democrat,4,,GA,
J000288,rep,2013-01-03,2015-01-03,Democrat,4,,GA,
J000288,rep,2015-01-06,2017-01-03,Democrat,4,,GA,
J000293,sen,2011-01-05,2017-01-03,Republican,,3,WI,senior
J000174,rep,1991-01-03,1992-10-09,Republican,3,,TX,
J000174,rep,1993-01-05,1994-12-01,Republican,3,,TX,
J000174,rep,1995-01-04,1996-10-04,Republican,3,,TX,
J000174,rep,1997-01-07,1998-12-19,Republican,3,,TX,
J000174,rep,1999-01-06,2000-12-15,Republican,3,,TX,
J000174,rep,2001-01-03,2002-11-22,Republican,3,,TX,
J000174,rep,2003-01-07,2004-12-09,Republican,3,,TX,
J000174,rep,2005-01-04,2006-12-09,Republican,3,,TX,
J000174,rep,2007-01-04,2009-01-03,Republican,3,,TX,
J000174,rep,2009-01-06,2010-12-22,Republican,3,,TX,
J000174,rep,2011-01-05,2013-01-03,Republican,3,,TX,
J000174,rep,2013-01-03,2015-01-03,Republican,3,,TX,
J000174,rep,2015-01-06,2017-01-03,Republican,3,,TX,
J000255,rep,1995-01-04,1996-10-04,Republican,3,,NC,
J000255,rep,1997-01-07,1998-12-19,Republican,3,,NC,
J000255,rep,1999-01-06,2000-12-15,Republican,3,,NC,
J000255,rep,2001-01-03,2002-11-22,Republican,3,,NC,
J000255,rep,2003-01-07,2004-12-09,Republican,3,,NC,
J000255,rep,2005-01-04,2006-12-09,Republican,3,,NC,
J000255,rep,2007-01-04,2009-01-03,Republican,3,,NC,
J000255,rep,2009-01-06,2010-12-22,Republican,3,,NC,
J000255,rep,2011-01-05,2013-01-03,Republican,3,,NC,
J000255,rep,2013-01-03,2015-01-03,Republican,3,,NC,
J000255,rep,2015-01-06,2017-01-03,Republican,3,,NC,
J000289,rep,2007-01-04,2009-01-03,Republican,4,,OH,
J000289,rep,2009-01-06,2010-12-22,Republican,4,,OH,
J000289,rep,2011-01-05,2013-01-03,Republican,4,,OH,
J000289,rep,2013-01-03,2015-01-03,Republican,4,,OH,
J000289,rep,2015-01-06,2017-01-03,Republican,4,,OH,
K000009,rep,1983-01-03,1984-10-12,Democrat,9,,OH,
K000009,rep,1985-01-03,1986-10-18,Democrat,9,,OH,
K000009,rep,1987-01-06,1988-10-22,Democrat,9,,OH,
K000009,rep,1989-01-03,1990-10-28,Democrat,9,,OH,
K000009,rep,1991-01-03,1992-10-09,Democrat,9,,OH,
K000009,rep,1993-01-05,1994-12-01,Democrat,9,,OH,
K000009,rep,1995-01-04,1996-10-04,Democrat,9,,OH,
K000009,rep,1997-01-07,1998-12-19,Democrat,9,,OH,
K000009,rep,1999-01-06,2000-12-15,Democrat,9,,OH,
K000009,rep,2001-01-03,2002-11-22,Democrat,9,,OH,
K000009,rep,2003-01-07,2004-12-09,Democrat,9,,OH,
K000009,rep,2005-01-04,2006-12-09,Democrat,9,,OH,
K000009,rep,2007-01-04,2009-01-03,Democrat,9,,OH,
K000009,rep,2009-01-06,2010-12-22,Democrat,9,,OH,
K000009,rep,2011-01-05,2013-01-03,Democrat,9,,OH,
K000009,rep,2013-01-03,2015-01-03,Democrat,9,,OH,
K000009,rep,2015-01-06,2017-01-03,Democrat,9,,OH,
K000375,rep,2011-01-05,2013-01-03,Democrat,10,,MA,
K000375,rep,2013-01-03,2015-01-03,Democrat,9,,MA,
K000375,rep,2015-01-06,2017-01-03,Democrat,9,,MA,
K000376,rep,2011-01-05,2013-01-03,Republican,3,,PA,
K000376,rep,2013-01-03,2015-01-03,Republican,3,,PA,
K000376,rep,2015-01-06,2017-01-03,Republican,3,,PA,
K000188,rep,1997-01-07,1998-12-19,Democrat,3,,WI,
K000188,rep,1999-01-06,2000-12-15,Democrat,3,,WI,
K000188,rep,2001-01-03,2002-11-22,Democrat,3,,WI,
K000188,rep,2003-01-07,2004-12-09,Democrat,3,,WI,
K000188,rep,2005-01-04,2006-12-09,Democrat,3,,WI,
K000188,rep,2007-01-04,2009-01-03,Democrat,3,,WI,
K000188,rep,2009-01-06,2010-12-22,Democrat,3,,WI,
K000188,rep,2011-01-05,2013-01-03,Democrat,3,,WI,
